language,year,month,pushes,pull_requests,issues,issue_comments,stars,forks,creates,contributors,active_repos
Haskell,2016,3,243,108,73,268,137,38,44,307,181
Elixir,2016,3,187,103,62,131,125,18,44,220,115
Julia,2016,3,183,110,58,300,20,17,48,151,85
Erlang,2016,3,175,105,30,152,73,33,46,215,112
Kotlin,2016,3,170,60,55,162,220,66,49,381,90
PowerShell,2016,3,152,103,38,109,37,31,27,176,82
OCaml,2016,3,148,85,29,100,39,5,20,129,74
Matlab,2016,3,116,43,4,17,3,4,11,68,48
Puppet,2016,3,104,92,13,57,1,10,31,91,65
Emacs Lisp,2016,3,94,46,51,175,109,49,7,242,132
DM,2016,3,92,156,56,628,1,13,8,193,35
SCSS,2016,3,91,6,9,15,50,6,3,94,40
SQF,2016,3,83,28,24,32,3,6,21,32,14
GCC Machine Description,2016,3,80,99,2,114,13,29,4,99,14
VHDL,2016,3,79,5,0,2,3,1,0,12,8
CMake,2016,3,75,46,11,53,16,6,7,59,28
PostScript,2016,3,72,32,6,19,7,6,3,43,14
PLpgSQL,2016,3,72,30,22,56,7,2,12,58,30
Visual Basic,2016,3,71,50,6,28,3,4,15,34,21
Dart,2016,3,68,30,63,124,7,6,5,76,32
D,2016,3,63,50,23,129,21,5,13,81,36
Haxe,2016,3,63,26,20,78,13,8,13,45,29
VimL,2016,3,62,45,17,48,51,19,10,122,62
Apex,2016,3,61,25,11,20,1,3,13,27,12
F#,2016,3,59,36,12,32,8,8,6,58,37
XSLT,2016,3,59,25,20,55,5,4,2,53,29
Nix,2016,3,59,32,12,99,1,5,8,55,13
Elm,2016,3,58,22,9,24,41,7,22,63,31
ColdFusion,2016,3,54,21,4,11,2,3,5,23,10
Vue,2016,3,52,12,8,6,28,4,3,52,27
Common Lisp,2016,3,51,18,11,29,14,3,5,46,32
Fortran,2016,3,49,7,11,14,3,1,1,34,23
Pascal,2016,3,46,1,6,13,12,4,0,38,26
Vim script,2016,3,45,13,25,69,173,25,6,240,102
Eagle,2016,3,44,19,1,4,3,4,7,25,15
ASP,2016,3,44,21,3,4,1,2,2,17,7
Modelica,2016,3,40,18,12,29,1,0,3,14,11
HCL,2016,3,40,31,0,76,2,2,22,18,14
BitBake,2016,3,37,29,4,52,1,5,0,35,16
LLVM,2016,3,36,0,0,0,6,2,0,13,3
Arduino,2016,3,35,21,3,6,0,5,19,23,15
Assembly,2016,3,34,7,1,5,15,2,0,31,18
Smalltalk,2016,3,34,19,4,10,0,1,1,16,14
Mathematica,2016,3,34,11,0,1,0,0,10,12,8
Liquid,2016,3,24,13,10,14,1,0,2,13,7
Vim Script,2016,3,23,5,16,57,64,12,18,112,11
Processing,2016,3,22,12,0,3,2,9,3,19,8
Astro,2016,3,21,0,0,2,1,0,0,4,3
FreeMarker,2016,3,21,2,27,2,1,0,5,4,4
Dockerfile,2016,3,21,4,7,13,6,7,3,37,25
Tcl,2016,3,20,7,0,0,2,0,2,12,7
Verilog,2016,3,20,4,3,1,1,1,3,18,12
Nunjucks,2016,3,20,0,0,1,17,9,0,25,2
PLSQL,2016,3,20,27,11,6,1,2,1,17,10
ActionScript,2016,3,19,11,4,10,5,2,1,21,15
Batchfile,2016,3,19,13,4,10,17,10,4,47,19
SaltStack,2016,3,19,19,3,13,2,8,12,17,14
FORTRAN,2016,3,19,3,1,17,0,0,2,12,7
Coq,2016,3,18,5,0,4,2,1,1,14,8
Squirrel,2016,3,18,3,8,3,1,0,4,5,5
PureScript,2016,3,17,34,6,47,9,5,17,24,24
Smarty,2016,3,17,7,3,13,3,3,5,20,12
ApacheConf,2016,3,16,18,3,5,25,4,7,44,13
Scheme,2016,3,16,13,4,9,7,5,0,30,14
XQuery,2016,3,16,9,7,3,0,2,7,14,8
Game Maker Language,2016,3,15,12,0,2,2,0,2,10,5
Crystal,2016,3,15,8,3,18,10,2,1,21,8
Standard ML,2016,3,15,0,1,0,0,0,1,5,2
TSQL,2016,3,15,2,1,0,3,2,1,11,9
Perl 6,2016,3,14,0,2,2,0,0,1,6,2
SourcePawn,2016,3,13,4,2,6,0,2,0,9,6
GLSL,2016,3,13,10,0,11,4,4,5,22,6
OpenEdge ABL,2016,3,13,0,7,9,1,0,0,7,3
RAML,2016,3,12,8,1,7,0,2,1,14,4
Web Ontology Language,2016,3,12,9,2,9,1,2,3,15,10
Prolog,2016,3,11,10,0,6,1,2,3,7,5
Vala,2016,3,10,5,10,2,6,1,2,18,11
Roff,2016,3,10,1,2,4,4,2,0,15,11
Xtend,2016,3,10,2,3,6,0,0,1,8,6
QML,2016,3,10,10,3,3,7,3,8,20,15
Cuda,2016,3,10,8,11,17,9,6,0,30,10
Red,2016,3,10,3,5,2,0,1,1,5,2
Nimrod,2016,3,10,10,0,1,0,0,1,3,3
Eiffel,2016,3,9,13,0,4,0,0,0,7,3
SAS,2016,3,9,14,1,1,0,0,1,3,2
API Blueprint,2016,3,9,11,2,6,0,0,4,7,3
Racket,2016,3,9,8,3,9,4,2,1,13,11
ooc,2016,3,9,20,5,36,0,2,0,7,5
VCL,2016,3,9,4,2,4,0,1,1,3,2
Ren'Py,2016,3,8,0,1,6,1,0,0,8,3
Less,2016,3,8,2,0,2,0,0,0,6,3
Chapel,2016,3,8,22,0,25,2,0,1,15,2
Perl6,2016,3,8,6,1,0,2,0,4,6,3
ANTLR,2016,3,8,1,2,0,4,0,1,4,2
Markdown,2016,3,8,3,2,15,29,12,0,51,3
Handlebars,2016,3,8,4,1,10,2,0,0,14,4
Objective-J,2016,3,8,7,1,12,1,0,0,10,3
JSON,2016,3,8,0,1,2,0,0,0,3,1
Rich Text Format,2016,3,7,0,1,13,0,0,7,11,5
JetBrains MPS,2016,3,7,0,0,0,0,0,1,3,1
Factor,2016,3,7,0,1,3,0,0,0,3,1
Logos,2016,3,7,0,2,3,0,0,0,5,4
Cucumber,2016,3,7,14,0,0,2,1,2,9,7
Lasso,2016,3,6,0,4,4,0,0,0,1,1
Objective-C++,2016,3,6,3,12,32,35,6,1,53,10
Meson,2016,3,6,6,1,1,0,1,2,3,1
ReScript,2016,3,6,2,0,4,0,1,0,7,3
MATLAB,2016,3,6,7,1,6,0,2,0,11,6
SQLPL,2016,3,6,4,0,0,1,0,2,7,5
Raku,2016,3,6,2,0,1,0,1,0,4,1
F*,2016,3,6,0,0,0,0,0,0,3,1
WebAssembly,2016,3,6,6,3,9,35,4,1,40,3
Ceylon,2016,3,5,2,1,1,2,0,1,6,3
Nim,2016,3,5,1,4,7,4,0,0,11,4
Jinja,2016,3,5,7,0,2,1,4,1,11,8
Isabelle,2016,3,5,0,0,0,0,0,0,2,2
Lex,2016,3,5,8,2,2,1,0,0,5,2
Gherkin,2016,3,5,5,1,19,3,1,4,17,9
AutoIt,2016,3,5,5,0,0,1,1,2,3,3
Forth,2016,3,5,1,0,0,0,0,0,2,2
XC,2016,3,4,2,0,0,0,0,0,4,3
Slash,2016,3,4,4,1,2,0,0,0,2,2
GDScript,2016,3,4,0,1,2,1,0,0,5,1
M,2016,3,4,7,2,14,13,2,1,22,2
Twig,2016,3,4,1,2,3,1,0,0,7,4
Stylus,2016,3,4,0,0,0,0,0,0,1,1
LilyPond,2016,3,4,4,2,0,0,0,2,3,2
LSL,2016,3,4,2,5,2,0,0,4,5,3
AutoHotkey,2016,3,4,5,0,2,4,0,1,8,3
Idris,2016,3,3,2,0,2,1,1,0,3,1
Nginx,2016,3,3,7,0,2,10,1,5,17,8
CartoCSS,2016,3,3,1,0,8,1,0,0,7,3
IDL,2016,3,3,1,0,0,3,0,0,5,3
NSIS,2016,3,3,2,0,3,3,0,1,9,3
BlitzMax,2016,3,3,0,0,0,0,0,0,1,1
Gosu,2016,3,3,4,6,11,1,1,1,13,4
AMPL,2016,3,3,1,0,0,0,0,0,2,1
UnrealScript,2016,3,3,0,0,0,0,0,0,2,1
NetLogo,2016,3,2,2,0,0,0,2,1,5,2
1C Enterprise,2016,3,2,0,1,15,3,0,0,9,2
RobotFramework,2016,3,2,4,1,11,0,2,0,6,4
SMT,2016,3,2,2,0,1,0,0,0,2,1
PigLatin,2016,3,2,2,0,0,0,0,0,1,1
reStructuredText,2016,3,2,4,0,0,0,1,0,3,1
Hy,2016,3,2,0,0,0,0,0,0,1,1
LabVIEW,2016,3,2,2,0,0,0,0,1,2,2
ABAP,2016,3,2,4,0,0,0,0,1,2,2
PAWN,2016,3,2,0,4,2,1,0,0,4,2
AGS Script,2016,3,2,0,0,2,0,0,0,4,2
MoonScript,2016,3,2,4,1,3,2,0,0,7,4
Bro,2016,3,2,0,0,0,1,1,1,3,1
Pure Data,2016,3,2,4,2,2,0,0,0,2,1
Arc,2016,3,2,0,0,10,0,0,0,5,1
Protocol Buffer,2016,3,2,4,2,9,3,1,1,14,5
Scilab,2016,3,2,0,1,0,0,0,0,1,1
LiveScript,2016,3,2,4,4,6,2,1,3,12,6
Starlark,2016,3,2,1,2,11,8,4,9,19,5
M4,2016,3,1,1,0,0,0,0,0,1,1
DIGITAL Command Language,2016,3,1,2,0,4,2,3,1,8,3
SystemVerilog,2016,3,1,0,0,0,0,0,0,1,1
Stan,2016,3,1,2,6,2,2,0,1,8,1
OpenSCAD,2016,3,1,0,0,0,0,0,0,1,1
Fluent,2016,3,1,0,0,0,0,0,0,1,1
Bluespec,2016,3,1,0,0,0,0,0,0,1,1
Grammatical Framework,2016,3,1,0,0,0,0,0,0,1,1
Svelte,2016,3,1,0,0,0,0,0,0,1,1
Hack,2016,3,1,2,1,0,0,0,2,2,2
SuperCollider,2016,3,1,0,0,0,0,0,0,1,1
Gnuplot,2016,3,1,0,0,0,0,0,0,1,1
Thrift,2016,3,1,2,1,0,2,1,1,3,2
KiCad,2016,3,1,4,2,15,2,0,0,14,3
GAP,2016,3,1,1,1,9,0,0,0,3,1
Inno Setup,2016,3,1,1,1,17,0,2,0,11,2
Smali,2016,3,1,1,0,0,1,1,0,3,2
Macaulay2,2016,3,1,0,0,0,0,0,0,1,1
HLSL,2016,3,1,0,0,1,2,1,0,4,3
Awk,2016,3,1,0,3,1,1,0,0,4,3
Alloy,2016,3,1,0,0,0,0,0,0,1,1
Mercury,2016,3,1,0,0,0,0,0,0,1,1
Cycript,2016,3,0,0,0,0,0,1,0,1,1
Ecl,2016,3,0,0,0,0,0,1,0,1,1
Max,2016,3,0,0,0,1,1,0,0,2,1
Visual Basic .NET,2016,3,0,0,0,0,0,0,2,1,1
Limbo,2016,3,0,1,0,2,0,0,0,2,1
Brainfuck,2016,3,0,0,0,0,2,0,0,2,1
ATS,2016,3,0,0,0,0,1,0,0,1,1
Sass,2016,3,0,0,1,3,2,4,0,8,2
Pony,2016,3,0,0,0,0,1,0,0,1,1
Adblock Filter List,2016,3,0,0,0,1,0,0,0,1,1
Blade,2016,3,0,0,0,0,1,0,0,1,1
YARA,2016,3,0,0,0,0,1,0,0,1,1
Solidity,2016,3,0,0,0,7,0,0,0,5,1
Pug,2016,3,0,0,0,0,1,0,0,1,1
Jsonnet,2016,3,0,0,2,3,0,1,0,3,1
Pan,2016,3,0,6,0,0,0,0,0,4,2
Augeas,2016,3,0,0,0,1,0,0,0,1,1
HyPhy,2016,3,0,0,2,2,1,0,0,3,1
VBA,2016,3,0,0,0,0,0,1,0,1,1
Yacc,2016,3,0,0,0,0,1,0,0,1,1
Riot,2016,3,0,0,0,12,0,0,0,2,1
EJS,2016,3,0,0,0,0,1,1,0,2,1
Cython,2016,3,0,0,0,0,1,0,0,1,1
Frege,2016,3,0,0,0,0,11,1,0,11,1
Rebol,2016,3,0,1,4,3,0,1,0,3,1
JavaScript,2016,4,16922,11897,4971,12729,12250,3245,5745,21818,9498
Java,2016,4,10251,5790,2204,6257,4155,1722,2061,10504,4618
Python,2016,4,8537,5050,2441,8161,3594,1282,1646,9636,4742
HTML,2016,4,6335,3830,690,2078,1881,830,1321,5187,2142
PHP,2016,4,5598,3065,1921,4495,1611,733,1116,5328,2722
Ruby,2016,4,5511,4640,987,3634,1292,1128,1782,4793,2638
C++,2016,4,4569,2349,1289,4784,2269,806,719,6194,2226
C#,2016,4,3792,1781,1004,2856,832,409,574,2954,1420
Shell,2016,4,3375,1016,360,1436,947,333,372,2411,1095
CSS,2016,4,2687,1445,386,748,638,387,500,2154,1066
C,2016,4,2602,1214,655,2631,1399,532,346,3863,1661
Go,2016,4,2003,1445,836,3993,2046,459,408,3711,1182
TypeScript,2016,4,1195,670,677,1823,1525,277,327,2695,568
Scala,2016,4,907,529,199,1495,306,91,220,979,447
Objective-C,2016,4,708,440,258,640,1866,396,198,2222,635
Swift,2016,4,657,436,201,452,1733,228,164,1819,531
Rust,2016,4,564,312,147,862,241,42,75,554,277
CoffeeScript,2016,4,487,312,152,454,205,78,171,644,302
Jupyter Notebook,2016,4,428,209,43,176,228,75,41,528,202
Perl,2016,4,359,199,101,276,74,31,64,378,240
Lua,2016,4,325,173,124,362,245,71,43,530,190
R,2016,4,311,144,90,197,66,76,35,351,200
PowerShell,2016,4,309,267,53,162,41,19,22,165,88
Makefile,2016,4,302,166,56,190,67,34,53,303,149
Haskell,2016,4,282,100,96,330,114,28,44,304,167
Groovy,2016,4,262,191,78,234,44,52,97,263,136
TeX,2016,4,245,136,51,114,84,50,43,280,128
Clojure,2016,4,209,135,47,107,269,40,56,396,168
Groff,2016,4,205,20,5,19,4,1,7,27,12
Erlang,2016,4,201,142,34,165,45,21,66,201,112
Kotlin,2016,4,191,57,61,183,188,64,44,357,96
Elixir,2016,4,169,105,51,110,92,19,45,174,105
Matlab,2016,4,133,52,9,23,7,6,17,77,53
DM,2016,4,113,131,76,501,2,12,8,178,36
Julia,2016,4,112,64,47,245,29,17,21,115,72
PLpgSQL,2016,4,106,31,23,67,5,2,12,60,31
OCaml,2016,4,98,44,29,115,19,8,26,120,60
XSLT,2016,4,93,39,18,39,13,3,7,67,44
Emacs Lisp,2016,4,89,48,66,206,100,37,7,246,123
Apex,2016,4,84,12,2,3,2,2,8,13,7
Haxe,2016,4,82,37,20,46,10,4,6,45,36
HCL,2016,4,80,60,7,16,3,4,34,24,19
Puppet,2016,4,80,61,10,40,1,11,20,68,56
Nix,2016,4,73,61,16,135,6,5,3,83,15
Modelica,2016,4,72,55,28,74,2,5,30,19,8
SCSS,2016,4,70,2,0,10,23,15,5,66,39
PostScript,2016,4,69,5,3,11,2,0,5,34,11
VimL,2016,4,69,56,14,45,91,38,17,155,65
Racket,2016,4,63,23,1,7,6,2,7,28,21
CMake,2016,4,57,27,4,28,5,3,7,37,25
Dart,2016,4,54,40,42,119,7,2,8,62,21
LLVM,2016,4,53,11,0,0,1,1,0,7,4
D,2016,4,52,52,37,125,14,3,4,66,28
Common Lisp,2016,4,50,30,11,39,5,2,7,36,29
GCC Machine Description,2016,4,49,59,0,108,14,34,7,75,15
ActionScript,2016,4,49,37,37,57,4,7,5,36,16
Pascal,2016,4,49,22,22,5,4,5,13,32,25
FORTRAN,2016,4,49,22,2,6,0,4,8,23,18
F#,2016,4,48,28,9,24,20,12,7,55,35
Visual Basic,2016,4,47,27,9,23,2,4,7,42,31
SQF,2016,4,47,9,5,23,1,1,1,25,14
Protocol Buffer,2016,4,43,4,0,9,1,0,0,8,4
ASP,2016,4,43,21,0,1,2,3,10,22,10
ApacheConf,2016,4,37,17,0,3,11,9,8,35,14
Arduino,2016,4,36,28,2,4,3,6,3,21,14
Assembly,2016,4,33,16,2,21,15,10,2,46,27
FreeMarker,2016,4,33,4,0,0,0,2,19,7,7
Liquid,2016,4,31,25,12,6,1,0,6,11,6
Elm,2016,4,30,13,12,26,19,11,9,51,24
Scheme,2016,4,30,13,1,6,5,1,3,23,13
Smarty,2016,4,30,32,4,9,4,2,6,26,14
VHDL,2016,4,30,9,2,8,5,2,4,21,12
Processing,2016,4,29,16,0,1,2,1,5,13,7
WebAssembly,2016,4,28,8,0,28,7,1,3,10,2
Vim script,2016,4,26,5,14,31,163,23,0,196,83
BitBake,2016,4,26,17,0,28,1,5,4,38,17
Fortran,2016,4,26,5,5,6,1,2,6,28,20
Verilog,2016,4,26,9,2,2,3,0,0,15,9
Dockerfile,2016,4,25,15,7,37,9,14,10,44,29
Eagle,2016,4,25,17,6,15,2,5,1,21,13
SaltStack,2016,4,25,24,1,8,1,5,8,25,16
OpenEdge ABL,2016,4,24,0,9,30,1,0,14,15,5
TSQL,2016,4,24,8,1,12,1,2,1,12,7
ColdFusion,2016,4,23,5,2,2,0,3,2,16,13
NetLogo,2016,4,23,8,0,1,0,0,13,2,3
Starlark,2016,4,22,4,6,4,5,1,0,11,4
Coq,2016,4,22,6,6,0,1,1,3,9,6
Batchfile,2016,4,22,8,2,10,12,7,3,42,22
GAP,2016,4,22,10,8,38,0,1,2,7,3
PLSQL,2016,4,21,17,2,6,2,0,6,17,11
Smalltalk,2016,4,21,3,0,15,0,1,0,8,6
Logos,2016,4,21,24,1,4,0,1,0,8,5
Vue,2016,4,20,4,0,9,14,3,4,28,12
Objective-C++,2016,4,20,25,3,28,328,29,5,371,19
GLSL,2016,4,19,13,4,9,8,1,3,20,9
SourcePawn,2016,4,19,6,0,7,0,1,1,8,6
Nginx,2016,4,18,18,0,7,14,1,7,23,10
AGS Script,2016,4,18,4,1,19,0,0,0,9,2
Mathematica,2016,4,18,6,0,0,2,0,1,12,10
Crystal,2016,4,17,16,6,52,9,3,4,32,10
API Blueprint,2016,4,16,6,1,9,0,1,2,10,6
Fluent,2016,4,15,2,0,1,1,0,0,5,1
Web Ontology Language,2016,4,15,5,0,5,2,0,2,11,7
XQuery,2016,4,14,8,9,7,0,1,2,9,8
Jinja,2016,4,13,1,0,3,2,0,0,11,8
Ada,2016,4,13,4,6,5,0,1,1,10,5
Standard ML,2016,4,13,0,1,3,3,0,1,10,5
Eiffel,2016,4,12,8,0,4,0,0,0,7,3
Vim Script,2016,4,12,2,6,50,159,15,4,191,13
SQLPL,2016,4,11,2,0,1,0,0,0,6,4
Gherkin,2016,4,11,1,1,1,1,1,4,7,4
JetBrains MPS,2016,4,11,0,1,0,0,0,1,6,1
YASnippet,2016,4,10,0,0,2,0,0,0,2,2
Cuda,2016,4,10,3,48,64,8,5,0,33,9
Xtend,2016,4,10,1,0,0,0,0,1,2,3
Roff,2016,4,10,0,1,0,3,0,0,10,7
Nimrod,2016,4,9,2,0,0,1,0,2,5,5
Lex,2016,4,9,4,2,2,0,1,0,5,3
QML,2016,4,9,8,2,12,3,1,3,18,10
Cython,2016,4,8,1,0,2,0,0,1,3,2
Isabelle,2016,4,8,0,0,0,0,0,0,3,2
AutoHotkey,2016,4,8,0,0,0,4,0,0,7,6
Ring,2016,4,7,12,0,1,0,0,0,2,1
M,2016,4,7,5,5,57,35,6,0,53,1
RAML,2016,4,7,5,0,11,0,0,1,14,5
Factor,2016,4,7,0,0,0,0,0,0,2,1
Vala,2016,4,7,3,4,33,4,3,0,27,11
MATLAB,2016,4,7,0,3,4,1,1,1,8,7
Chapel,2016,4,7,10,0,18,0,0,2,5,2
Prolog,2016,4,6,3,0,2,0,1,4,4,7
Adblock Filter List,2016,4,6,0,0,1,0,0,0,4,3
Pan,2016,4,6,6,0,5,0,0,0,6,4
Scilab,2016,4,6,5,0,0,0,0,0,5,1
UnrealScript,2016,4,6,0,0,0,0,0,0,1,1
Tcl,2016,4,6,0,1,0,1,0,0,4,4
Gnuplot,2016,4,6,0,0,0,0,0,0,2,2
JSON,2016,4,6,0,0,5,0,0,0,4,1
Astro,2016,4,5,0,0,0,0,0,0,3,3
Stan,2016,4,5,6,6,6,1,0,2,6,1
Gosu,2016,4,5,1,5,3,1,0,1,5,3
RobotFramework,2016,4,5,7,2,5,0,0,0,8,3
Perl 6,2016,4,5,0,0,0,0,0,0,3,2
NetLinx,2016,4,5,0,0,0,0,0,0,3,1
OpenSCAD,2016,4,5,3,0,0,0,1,0,3,3
Macaulay2,2016,4,5,1,0,4,0,0,0,4,2
Squirrel,2016,4,4,2,0,0,0,0,1,2,1
Zig,2016,4,4,0,0,0,0,0,0,1,1
Handlebars,2016,4,4,5,5,21,1,2,3,17,4
LookML,2016,4,4,0,0,0,0,0,0,1,1
Pure Data,2016,4,4,11,0,0,0,1,0,3,1
Parrot,2016,4,4,4,0,0,0,0,0,1,1
Ren'Py,2016,4,4,0,1,0,0,0,0,2,2
Twig,2016,4,4,4,3,6,0,0,2,4,1
F*,2016,4,4,0,0,1,1,0,0,4,1
KiCad,2016,4,4,3,0,1,7,1,1,14,5
Stata,2016,4,4,2,1,1,0,0,0,1,1
XC,2016,4,3,0,0,0,0,0,0,2,1
Rich Text Format,2016,4,3,2,12,41,1,2,4,12,3
Cucumber,2016,4,3,5,0,0,0,0,2,2,2
SystemVerilog,2016,4,3,0,0,1,0,0,0,2,2
SMT,2016,4,3,0,0,0,0,0,0,2,1
Xojo,2016,4,3,0,0,0,0,0,0,1,1
Nemerle,2016,4,3,0,0,0,0,0,0,2,1
ooc,2016,4,3,3,1,12,0,0,2,5,1
PureScript,2016,4,3,4,1,9,2,3,1,8,6
NSIS,2016,4,3,2,0,2,1,0,1,6,4
Awk,2016,4,3,0,0,0,3,0,0,4,4
M4,2016,4,3,1,0,0,0,0,0,2,1
Visual Basic .NET,2016,4,3,0,0,0,0,0,0,1,1
LabVIEW,2016,4,2,0,1,1,1,0,2,2,2
Blade,2016,4,2,0,0,0,0,0,0,1,1
Markdown,2016,4,2,7,5,24,33,12,3,58,3
ReScript,2016,4,2,0,0,0,0,0,0,2,2
Bro,2016,4,2,0,0,0,1,2,0,3,1
Thrift,2016,4,2,2,1,0,0,1,0,4,2
Fennel,2016,4,2,0,0,0,0,0,0,1,1
MoonScript,2016,4,2,1,0,2,2,0,0,3,3
AppleScript,2016,4,2,4,0,0,0,1,1,3,2
Smali,2016,4,2,0,0,0,1,1,0,3,2
Mercury,2016,4,2,0,0,0,2,0,0,4,2
VBA,2016,4,2,0,0,0,0,0,0,1,1
Agda,2016,4,2,0,0,0,0,0,0,2,2
Inno Setup,2016,4,2,1,2,7,3,0,0,10,3
EJS,2016,4,2,2,0,0,1,3,0,6,3
Volt,2016,4,1,0,0,0,0,0,0,1,1
Brightscript,2016,4,1,0,0,0,0,0,0,1,1
SAS,2016,4,1,1,0,1,0,0,1,1,1
Svelte,2016,4,1,0,0,0,3,1,0,4,2
Raku,2016,4,1,0,0,1,0,0,0,2,1
LilyPond,2016,4,1,2,3,10,0,0,0,4,3
Diff,2016,4,1,1,0,2,0,1,0,3,2
nesC,2016,4,1,3,0,1,1,0,0,2,3
Objective-J,2016,4,1,2,0,0,0,0,0,2,2
CartoCSS,2016,4,1,1,0,4,1,0,1,4,2
XML,2016,4,1,1,0,0,0,0,0,1,1
Nasal,2016,4,1,0,0,0,0,0,0,1,1
Slash,2016,4,1,4,3,5,1,1,0,6,2
LoomScript,2016,4,1,2,0,3,0,0,1,2,1
SRecode Template,2016,4,1,0,0,0,0,0,0,1,1
Less,2016,4,1,0,0,0,1,0,0,2,2
Yacc,2016,4,1,0,0,0,0,0,0,1,1
Red,2016,4,1,2,1,0,1,1,0,4,1
ANTLR,2016,4,1,1,0,0,0,0,0,1,1
Frege,2016,4,0,0,0,0,7,0,0,7,1
Arc,2016,4,0,0,1,3,0,0,0,3,1
AMPL,2016,4,0,0,0,1,0,1,0,2,1
Hack,2016,4,0,1,1,2,2,2,0,5,3
1C Enterprise,2016,4,0,0,9,7,3,1,0,10,4
PAWN,2016,4,0,0,0,0,0,0,0,2,1
SuperCollider,2016,4,0,0,0,0,2,0,0,2,1
wisp,2016,4,0,2,0,0,0,1,0,2,1
Sass,2016,4,0,0,0,0,3,1,0,4,2
ABAP,2016,4,0,0,0,0,1,1,0,1,1
HLSL,2016,4,0,0,0,0,1,0,0,1,1
Solidity,2016,4,0,0,0,1,0,0,0,1,1
LiveScript,2016,4,0,0,9,15,3,1,0,10,4
HyPhy,2016,4,0,0,1,0,0,0,0,1,1
Oz,2016,4,0,0,0,0,2,0,0,1,2
Perl6,2016,4,0,1,0,0,0,0,0,1,1
IDL,2016,4,0,0,0,0,4,0,0,4,1
Nim,2016,4,0,1,5,4,6,2,0,13,4
Pug,2016,4,0,1,0,0,0,0,1,2,1
Augeas,2016,4,0,2,0,0,1,0,0,2,1
Self,2016,4,0,0,0,0,1,0,0,1,1
DIGITAL Command Language,2016,4,0,0,0,2,1,3,0,5,2
Haml,2016,4,0,0,0,2,0,0,0,2,1
Nunjucks,2016,4,0,0,0,0,10,2,0,12,1
Stylus,2016,4,0,0,0,0,0,0,2,1,1
YARA,2016,4,0,0,0,0,3,1,0,4,1
LFE,2016,4,0,1,0,2,0,0,0,1,1
Riot,2016,4,0,0,0,0,1,0,0,1,1
JavaScript,2016,5,8258,5272,2727,5927,7864,1711,2012,12074,5544
C#,2016,5,5332,912,522,1293,671,281,330,1850,954
Java,2016,5,5026,2641,1066,2281,2267,925,953,5020,2814
PHP,2016,5,4757,1483,726,1672,950,394,480,2481,1594
Python,2016,5,4505,2396,1228,3700,2848,861,716,5521,2959
HTML,2016,5,3591,2290,344,829,743,489,727,2448,1409
Ruby,2016,5,3142,2706,440,1445,774,634,928,2271,1613
C++,2016,5,3123,1565,761,2389,1603,618,385,4016,1677
CSS,2016,5,2040,1070,307,486,487,285,317,1379,785
Shell,2016,5,1852,438,266,688,665,220,210,1357,723
C,2016,5,1852,817,480,1490,1114,380,247,2514,1275
Go,2016,5,772,458,327,1190,1388,237,164,1930,802
TypeScript,2016,5,638,258,216,454,592,124,117,1098,388
Rust,2016,5,507,207,141,503,284,59,62,469,256
Swift,2016,5,464,288,147,251,873,128,129,958,403
Lua,2016,5,397,152,91,250,101,47,54,339,160
Scala,2016,5,357,221,107,300,225,60,100,460,275
PowerShell,2016,5,272,227,21,67,35,13,6,93,46
Objective-C,2016,5,268,242,97,209,555,140,88,783,382
Perl,2016,5,191,127,53,173,63,31,46,222,124
TeX,2016,5,182,115,32,57,51,39,31,168,85
Haskell,2016,5,180,66,110,256,92,27,42,224,135
Makefile,2016,5,166,67,48,67,236,63,5,376,91
CoffeeScript,2016,5,159,78,81,168,136,37,35,294,138
Jupyter Notebook,2016,5,142,69,42,74,90,66,15,232,120
DM,2016,5,140,192,81,723,0,18,32,196,31
R,2016,5,138,62,22,53,42,135,13,250,105
Groff,2016,5,119,16,6,6,2,3,9,14,7
Elixir,2016,5,117,62,31,116,97,11,24,147,97
Kotlin,2016,5,104,34,43,87,119,21,14,202,79
Julia,2016,5,79,128,14,259,6,36,22,82,78
Clojure,2016,5,76,40,31,56,72,21,18,139,97
Nix,2016,5,75,44,10,99,2,1,3,56,12
Matlab,2016,5,72,52,2,3,3,3,15,34,27
Groovy,2016,5,66,50,25,17,22,27,16,97,64
Emacs Lisp,2016,5,55,66,51,150,101,45,9,222,113
D,2016,5,55,35,18,146,17,2,6,72,34
Elm,2016,5,53,33,16,37,26,11,14,59,42
ASP,2016,5,53,20,4,0,2,1,13,12,7
SQF,2016,5,51,55,24,30,5,9,7,38,14
VimL,2016,5,50,29,17,30,49,12,4,89,46
GLSL,2016,5,46,20,0,3,2,0,11,12,7
Erlang,2016,5,45,23,8,41,32,14,17,81,60
XSLT,2016,5,41,33,10,35,2,2,4,27,17
Assembly,2016,5,41,24,0,0,16,4,10,29,18
Visual Basic,2016,5,39,30,0,1,1,1,4,12,13
Batchfile,2016,5,38,13,3,18,10,4,5,33,19
Vim script,2016,5,36,17,18,52,186,22,1,221,79
SCSS,2016,5,36,3,3,8,9,11,4,36,26
SourcePawn,2016,5,34,14,5,21,3,2,8,20,14
Scheme,2016,5,30,17,5,12,22,1,6,35,18
PLpgSQL,2016,5,30,31,31,52,7,0,5,31,12
JSON,2016,5,29,0,0,1,1,1,0,4,1
Processing,2016,5,28,12,2,9,2,2,9,12,8
